k,epoch,optimal_threshold,non_os_detected_threshold,non_os_all_threshold,detected_threshold,all_threshold
15,2,0.41655729413032533,0.7390759587287903,0.6978017091751099,0.7417544722557068,0.733636736869812
15,4,0.4075177192687988,0.6811060309410095,0.6502395272254944,0.6851423978805542,0.6745792031288147
15,6,0.4724869430065155,0.7360250949859619,0.6474164724349976,0.7354464530944824,0.7247891426086426
15,8,0.4046034038066864,0.6733191609382629,0.603291928768158,0.6826286315917969,0.6603968739509583
15,10,0.46493995785713194,0.6048041582107544,0.42242106795310974,0.6484777331352234,0.64982670545578
15,12,0.4420700192451477,0.5505997538566589,0.40301457047462463,0.5768290758132935,0.6167033910751343
15,14,0.4004676818847656,0.5461189150810242,0.39514026045799255,0.5576037764549255,0.5927396416664124
15,16,0.400566166639328,0.5476936101913452,0.38588520884513855,0.5722448229789734,0.6000990867614746
15,18,0.44060718417167666,0.5469638109207153,0.3788717985153198,0.5799702405929565,0.6152937412261963
40,2,0.44922879338264465,0.7065101861953735,0.7032281756401062,0.7065450549125671,0.7040203213691711
40,4,0.4618273854255676,0.7191584706306458,0.7059045433998108,0.7198572158813477,0.7150695323944092
40,6,0.3894203186035156,0.7115954160690308,0.6924962401390076,0.7147939801216125,0.7010923624038696
40,8,0.47008228302001953,0.7013465762138367,0.6950191855430603,0.7015628814697266,0.6993985772132874
40,10,0.47149192094802855,0.6408447027206421,0.6302177309989929,0.6434898972511292,0.6377874612808228
40,12,0.45194688737392424,0.6161490082740784,0.6020100712776184,0.6173235774040222,0.6120010018348694
40,14,0.46611027121543885,0.6127932071685791,0.5985504984855652,0.6140232086181641,0.608483612537384
40,16,0.46055479645729064,0.6106656789779663,0.5961580872535706,0.6119169592857361,0.605959951877594
40,18,0.4660115420818329,0.6077167987823486,0.592948317527771,0.6089725494384766,0.6032288670539856
50,2,0.4569416642189026,0.5030739307403564,0.5066429972648621,0.5029717683792114,0.5050010681152344
50,4,0.45811439156532285,0.4930912256240845,0.4956820011138916,0.4926829934120178,0.4957101345062256
50,6,0.4269300401210785,0.4922512471675873,0.4979940354824066,0.49190089106559753,0.49187642335891724
50,8,0.48156740665435793,0.48542702198028564,0.4949934184551239,0.4839865565299988,0.4880428910255432
50,10,0.42074245810508726,0.5765052437782288,0.5603519082069397,0.5802873373031616,0.5764332413673401
