k,epoch,optimal_threshold,non_os_detected_threshold,non_os_all_threshold,detected_threshold,all_threshold
5,2,0.6074623584747314,0.2782860994338989,0.3310275077819824,0.27404025197029114,0.3149203062057495
5,4,0.4821885943412781,0.8210263252258301,0.8945292234420776,0.8203559517860413,0.9081008434295654
5,6,0.49509196877479555,0.9975516200065613,0.9967269897460938,0.997580885887146,0.9973817467689514
5,8,0.49519609808921816,0.99517422914505,0.9668803811073303,0.9953653812408447,0.9785495400428772
5,10,0.5030322194099426,0.9987720847129822,0.9989451766014099,0.9987711310386658,0.9990792274475098
5,12,0.506991583108902,0.9980371594429016,0.9929688572883606,0.9981094598770142,0.9972612857818604
5,14,0.5011530518531799,0.9954978227615356,0.9877521991729736,0.995768666267395,0.990206778049469
5,16,0.508709728717804,0.9986686706542969,0.9964817762374878,0.998678982257843,0.9979426264762878
5,18,0.5067675709724426,0.9974958300590515,0.9949769377708435,0.9975211024284363,0.9966484904289246
10,2,0.5350393831729889,0.1704852133989334,0.1863844394683838,0.1695832759141922,0.17656053602695465
10,4,0.6089924931526184,0.8697793483734131,0.8519164323806763,0.8881845474243164,0.971546471118927
10,6,0.4194158732891083,0.9876477718353271,0.9906284213066101,0.9877108931541443,0.9927567839622498
10,8,0.4913813889026642,0.9866527915000916,0.9332868456840515,0.9875181317329407,0.9810839295387268
10,10,0.4943040072917938,0.9909688830375671,0.9968662858009338,0.9908571839332581,0.9972449541091919
10,12,0.5086397588253021,0.9960230588912964,0.9941567182540894,0.9959934949874878,0.9945558309555054
10,14,0.5123086810112,0.9968984127044678,0.9934559464454651,0.9969596862792969,0.9963994026184082
10,16,0.5151029050350189,0.996052086353302,0.9899162650108337,0.9960378408432007,0.9954875111579895
10,18,0.5090859591960907,0.9966200590133667,0.9918646216392517,0.9965846538543701,0.9970414042472839
20,2,0.532359516620636,0.6537826657295227,0.6523188948631287,0.6543186902999878,0.6556152701377869
20,4,0.5284030973911286,0.5368212461471558,0.25565168261528015,0.5629262328147888,0.4344779849052429
20,6,0.5230430603027344,0.9692172408103943,0.8801752328872681,0.9713819622993469,0.9806186556816101
20,8,0.5202874481678009,0.9820204377174377,0.9744707942008972,0.9822289943695068,0.9847638010978699
20,10,0.49482020139694216,0.9830873012542725,0.9931591153144836,0.9830873012542725,0.9950373768806458
20,12,0.48801302909851074,0.9871928691864014,0.9788392186164856,0.9872409701347351,0.993130624294281
20,14,0.4883210718631744,0.9883084297180176,0.9641289114952087,0.9884894490242004,0.9884961843490601
20,16,0.48767988085746766,0.9827389121055603,0.9685470461845398,0.9824389219284058,0.9849212765693665
20,18,0.48972644209861754,0.9792977571487427,0.9669160842895508,0.9794290661811829,0.9844359159469604
25,2,0.5326456725597382,0.7658337950706482,0.7655974626541138,0.7676134705543518,0.7666056752204895
25,4,0.5328539669513702,0.5861478447914124,0.36666613817214966,0.626288652420044,0.6442585587501526
25,6,0.5101662993431091,0.7777794599533081,0.8184808492660522,0.7783639430999756,0.9195632338523865
25,8,0.5015260338783264,0.9604302048683167,0.8830158114433289,0.9607746601104736,0.9547770619392395
25,10,0.4227193832397461,0.977769136428833,0.9257365465164185,0.977769136428833,0.9478076696395874
25,12,0.4217106819152832,0.9632850289344788,0.8804298639297485,0.9634803533554077,0.9279673099517822
25,14,0.4215079367160797,0.9460201859474182,0.9170042276382446,0.9470561742782593,0.9488893747329712
25,16,0.41912947297096254,0.9522092342376709,0.8204658031463623,0.9537572860717773,0.9032740592956543
25,18,0.4769009411334991,0.9478954076766968,0.834294855594635,0.9500460028648376,0.9186466336250305
