k,epoch,optimal_threshold,non_os_detected_threshold,non_os_all_threshold,detected_threshold,all_threshold
5,2,0.5265494406223297,0.6014954447746277,0.5992425084114075,0.6021570563316345,0.6015405654907227
5,4,0.4659459114074707,0.9821828007698059,0.9846119284629822,0.9821487665176392,0.9835708141326904
5,6,0.47089536786079406,0.9970003962516785,0.9976876974105835,0.997018575668335,0.9976884126663208
5,8,0.4872825086116791,0.99769127368927,0.9988736510276794,0.9976710677146912,0.9986829161643982
5,10,0.4870592296123505,0.9965882301330566,0.9990192651748657,0.9965594410896301,0.9988455772399902
5,12,0.4873044490814209,0.9973747730255127,0.9990972280502319,0.9973092079162598,0.9989321827888489
5,14,0.4871863961219788,0.9968460202217102,0.9987125396728516,0.9967966675758362,0.9985325336456299
5,16,0.4952578961849213,0.996906578540802,0.9986057877540588,0.9968738555908203,0.9985248446464539
5,18,0.49433794617652893,0.9966157078742981,0.9986685514450073,0.9965399503707886,0.9986225366592407
10,2,0.5341825604438781,0.4119333028793335,0.413032203912735,0.4116671085357666,0.41443267464637756
10,4,0.5351812720298768,0.9817653894424438,0.9759243130683899,0.9828631281852722,0.9847511053085327
10,6,0.5242469489574433,0.9950236082077026,0.989141583442688,0.9950760006904602,0.9885300993919373
10,8,0.532735413312912,0.9949230551719666,0.9950283169746399,0.9952173233032227,0.9974609613418579
10,10,0.5320701360702514,0.9942919015884399,0.9944369792938232,0.9944749474525452,0.9969514608383179
10,12,0.5938781261444092,0.9952816367149353,0.9942373037338257,0.9962917566299438,0.9980351328849792
10,14,0.5886268258094788,0.9954054355621338,0.9959415793418884,0.995998740196228,0.9984082579612732
10,16,0.5898154437541961,0.9951249957084656,0.9967178702354431,0.995332658290863,0.9985595345497131
10,18,0.5921632409095764,0.995590329170227,0.9959691762924194,0.9958682060241699,0.997637152671814
20,2,0.5410499632358551,0.5209958553314209,0.5217936038970947,0.5211080312728882,0.5219191312789917
20,4,0.5291063249111175,0.9344748854637146,0.8960013389587402,0.9407781362533569,0.9332318305969238
20,6,0.5219375669956208,0.9967471361160278,0.9960867166519165,0.9968749284744263,0.997731626033783
20,8,0.3964798092842102,0.9884833693504333,0.9808371663093567,0.988480806350708,0.9816061854362488
20,10,0.39721859693527223,0.9871931672096252,0.9735157489776611,0.9871931672096252,0.9749691486358643
20,12,0.3950724840164185,0.987456738948822,0.9723725318908691,0.9874535799026489,0.9746904373168945
20,14,0.39383370876312257,0.9854937791824341,0.9726548194885254,0.9854627847671509,0.9743049740791321
20,16,0.3949333727359772,0.9846585988998413,0.9747304320335388,0.9846477508544922,0.9756354093551636
20,18,0.3868553459644318,0.9847544431686401,0.9738590121269226,0.9847375750541687,0.974702775478363
25,2,0.5391350150108337,0.31299808621406555,0.3157961964607239,0.3120371997356415,0.30997568368911743
25,4,0.5298917710781097,0.8878946900367737,0.935070276260376,0.8913984894752502,0.9459468126296997
25,6,0.5304070830345153,0.9930591583251953,0.9959751963615417,0.9934539794921875,0.997327446937561
25,8,0.5391141653060914,0.9918841123580933,0.9944632649421692,0.9926716089248657,0.9968048334121704
25,10,0.5386429607868195,0.9919460415840149,0.9947020411491394,0.9926334023475647,0.996950626373291
25,12,0.6102404415607452,0.9921171069145203,0.9944668412208557,0.9939839243888855,0.9985778331756592
25,14,0.6059081614017486,0.990591824054718,0.9934104084968567,0.9926770925521851,0.9984918832778931
25,16,0.606899869441986,0.9840691685676575,0.9920917749404907,0.987689733505249,0.9976372718811035
25,18,0.6096476137638092,0.9779328107833862,0.9907382130622864,0.9811160564422607,0.9977366924285889
30,2,0.5362591087818146,0.542219340801239,0.5430329442024231,0.5425366759300232,0.5438024401664734
30,4,0.5335434556007386,0.8618833422660828,0.7260428071022034,0.8736900091171265,0.8128719925880432
30,6,0.41462538838386537,0.9858114719390869,0.9774304032325745,0.9857622385025024,0.9821687340736389
30,8,0.40454803705215453,0.9794910550117493,0.9709868431091309,0.9791678190231323,0.9736078381538391
30,10,0.40802966356277465,0.979846715927124,0.9736571907997131,0.9797747731208801,0.9768418669700623
30,12,0.40941322445869444,0.9797987937927246,0.9721917510032654,0.9797627329826355,0.9761112332344055
30,14,0.398145592212677,0.982548177242279,0.9758291840553284,0.9825147986412048,0.979658842086792
30,16,0.3985114812850952,0.9836840629577637,0.9737098813056946,0.983710527420044,0.9797170758247375
30,18,0.4027164340019226,0.9817035794258118,0.9652794003486633,0.9818146824836731,0.975975513458252
40,2,0.538003534078598,0.38007766008377075,0.38622358441352844,0.37923574447631836,0.38035619258880615
40,4,0.5369598567485809,0.8877047896385193,0.8461330533027649,0.8888970017433167,0.8525034785270691
40,6,0.5386034190654755,0.9432732462882996,0.7565909028053284,0.952259361743927,0.9636227488517761
40,8,0.5127058625221252,0.9692747592926025,0.9069485068321228,0.9716004729270935,0.9668388366699219
40,10,0.4214964985847473,0.9602785110473633,0.9158886671066284,0.9603005051612854,0.9475910067558289
40,12,0.4237271726131439,0.95639568567276,0.9306222200393677,0.9566546678543091,0.9523097276687622
40,14,0.49920430183410647,0.9537789821624756,0.9355970621109009,0.9561797380447388,0.9605876207351685
40,16,0.41140812635421753,0.9584364891052246,0.9424636363983154,0.9584364891052246,0.9503558874130249
40,18,0.4230491042137146,0.9578378796577454,0.947478175163269,0.9580080509185791,0.9544686079025269
50,2,0.5405828535556794,0.5093988180160522,0.5107956528663635,0.5094667077064514,0.5107076168060303
50,4,0.5394482374191284,0.857258141040802,0.7765724658966064,0.8647550344467163,0.8170594573020935
50,6,0.5409779608249664,0.9752922058105469,0.9490557312965393,0.9783403277397156,0.9598066210746765
50,8,0.5347802937030792,0.9488351345062256,0.9664992094039917,0.9502205848693848,0.9735147356987
50,10,0.5241670429706573,0.9421453475952148,0.9656886458396912,0.9449867010116577,0.9720722436904907
50,12,0.5239971339702606,0.9450028538703918,0.9632618427276611,0.9472206830978394,0.9715301394462585
