k,epoch,optimal_threshold,non_os_detected_threshold,non_os_all_threshold,detected_threshold,all_threshold
5,1,0.5202951848506927,0.5392703413963318,0.5392518639564514,0.5392687916755676,0.5392227172851562
5,2,0.39320275783538816,0.5419487357139587,0.5403884649276733,0.540785551071167,0.5382159948348999
5,3,0.38844492435455324,0.5367915034294128,0.5392617583274841,0.5360608696937561,0.535545825958252
5,4,0.4501584768295288,0.650570809841156,0.6759004592895508,0.6466039419174194,0.6325448155403137
5,5,0.4648748695850372,0.7361783385276794,0.8519415855407715,0.7220540046691895,0.7904083132743835
5,6,0.28573718667030334,0.8803228735923767,0.907639741897583,0.8754082322120667,0.8817830085754395
5,7,0.4459697186946869,0.8228404521942139,0.8660724759101868,0.8042317032814026,0.8194144368171692
5,8,0.45163649320602417,0.8445600867271423,0.8832288384437561,0.8108272552490234,0.8397215008735657
5,9,0.3899557709693909,0.8407400846481323,0.8847938776016235,0.8178855776786804,0.833397626876831
5,10,0.39062846899032594,0.8186898231506348,0.8904368877410889,0.7981781959533691,0.8362404108047485
5,11,0.4491752564907074,0.8125995397567749,0.8888081908226013,0.7715376019477844,0.8284761905670166
5,12,0.450395792722702,0.8266064524650574,0.8962476253509521,0.7917623519897461,0.8354968428611755
5,13,0.38841367363929746,0.8241587281227112,0.8971260190010071,0.803324282169342,0.83864426612854
5,14,0.44880073666572573,0.814781904220581,0.8886714577674866,0.7668790817260742,0.8198549151420593
5,15,0.44846515655517577,0.818033754825592,0.8859753608703613,0.7595575451850891,0.8137263655662537
5,16,0.4506096959114075,0.81822669506073,0.8883165717124939,0.7279235124588013,0.8160119652748108
5,17,0.4499919354915619,0.8125836253166199,0.8863782286643982,0.7432940006256104,0.8112635016441345
5,18,0.3874011278152466,0.8130341172218323,0.8812419176101685,0.7870573997497559,0.8046325445175171
10,1,0.44056848287582395,0.535052478313446,0.5349809527397156,0.5351043343544006,0.5350133776664734
10,2,0.3938367247581482,0.526940107345581,0.5241668224334717,0.5265541076660156,0.5239947438240051
10,3,0.3914549469947815,0.5256932377815247,0.5243420004844666,0.5254526138305664,0.5232385396957397
10,4,0.39900038838386537,0.3874177932739258,0.3794058859348297,0.38566312193870544,0.37020257115364075
10,5,0.45507706999778746,0.6283239126205444,0.6051609516143799,0.6218185424804688,0.40697360038757324
10,6,0.41835741996765136,0.7804340720176697,0.7961284518241882,0.7718750238418579,0.7222981452941895
10,7,0.4538171708583832,0.7300109267234802,0.8140694499015808,0.7131799459457397,0.7316967248916626
10,8,0.38369396328926086,0.5364763140678406,0.5030404329299927,0.5278342962265015,0.5015772581100464
10,9,0.4528819561004639,0.7005413174629211,0.7986369132995605,0.638731062412262,0.6933256387710571
10,10,0.45934301018714907,0.6511570811271667,0.7944119572639465,0.5840697288513184,0.6746396422386169
10,11,0.3955930769443512,0.6649870276451111,0.7963173985481262,0.6063359379768372,0.693389892578125
10,12,0.457068544626236,0.6832094788551331,0.7996406555175781,0.6503527164459229,0.6794459819793701
10,13,0.4546922862529755,0.6936706900596619,0.7970757484436035,0.6641652584075928,0.678754985332489
10,14,0.3951997995376587,0.7117917537689209,0.7989351153373718,0.6965370178222656,0.6996771693229675
10,15,0.4402695119380951,0.701863169670105,0.7996272444725037,0.6799302101135254,0.6823890209197998
10,16,0.46055006980895996,0.6698905229568481,0.792263925075531,0.6559434533119202,0.6591621041297913
10,17,0.4506007552146912,0.7059618830680847,0.8007472157478333,0.6754443645477295,0.6706933379173279
10,18,0.3977028071880341,0.7026181817054749,0.7992004752159119,0.693696141242981,0.6899483799934387
20,1,0.4207520067691803,0.590004026889801,0.5899870991706848,0.5900059342384338,0.5900014638900757
20,2,0.3917400360107422,0.5620281100273132,0.5673361420631409,0.5610162615776062,0.5661311745643616
20,3,0.3831684410572052,0.5525572896003723,0.5557019710540771,0.5515545606613159,0.5483635067939758
20,4,0.380280339717865,0.23114649951457977,0.2500811517238617,0.23114649951457977,0.23853114247322083
